method,node,alpha,eps,runtime,Opertion
aespappr,384,0.01584893192461114,1e-08,19.29537983983755,93514160
appr,237,0.003981071705534978,1e-08,248.40837312489748,1624140848
aespappr,541,0.025118864315095808,1e-08,18.22263560909778,69495218
aespappr,101,0.001,1e-08,225.9933570958674,570299356
appr,522,0.039810717055349734,1e-08,16.167766380123794,125530134
locgd,31,0.001,1e-08,357.9167799530551,4411295191
aesplocgd,84,0.039810717055349734,1e-08,13.322377477772534,52791227
appr,571,0.025118864315095808,1e-08,41.895831955596805,161418830
aespappr,797,0.002511886431509582,1e-08,60.7434487035498,340570461
appr,541,0.001,1e-08,1756.056583572179,6503112723
aesplocgd,471,0.002511886431509582,1e-08,51.051980178803205,361753527
locgd,101,0.002511886431509582,1e-08,281.8578590694815,1744745317
locgd,661,0.001,1e-08,533.9122155234218,4427894344
aesplocgd,31,0.06309573444801933,1e-08,2.673231406137347,16500078
appr,68,0.025118864315095808,1e-08,39.00210665166378,229406629
appr,725,0.002511886431509582,1e-08,494.7720690276474,2575270079
locgd,27,0.003981071705534978,1e-08,178.78036345727742,1095547974
aesplocgd,100,0.001,1e-08,115.01409706939012,582628737
locgd,193,0.01,1e-08,89.91831799875945,423519018
locgd,489,0.025118864315095808,1e-08,21.612992805428803,124459583
aesplocgd,788,0.039810717055349734,1e-08,10.325049703009427,54821436
appr,857,0.025118864315095808,1e-08,47.16220681555569,231891770
aespappr,788,0.01584893192461114,1e-08,21.98873923625797,109821739
aespappr,44,0.002511886431509582,1e-08,70.61000759713352,337772220
aespappr,567,0.001584893192461114,1e-08,88.06365295685828,445499617
aesplocgd,797,0.006309573444801936,1e-08,43.08727182727307,214944125
locgd,44,0.01584893192461114,1e-08,41.096720315515995,249464643
locgd,567,0.039810717055349734,1e-08,17.064724874682724,85028900
appr,237,0.006309573444801936,1e-08,248.55288403760642,1018784789
locgd,68,0.001584893192461114,1e-08,301.149654885754,2778059379
aespappr,654,0.002511886431509582,1e-08,86.73865855764598,342103100
appr,28,0.01584893192461114,1e-08,55.623659955337644,389134285
locgd,471,0.1,1e-08,1.7232786156237125,15863111
aesplocgd,216,0.06309573444801933,1e-08,4.115310101769865,27304197
locgd,50,0.001,1e-08,438.2228453187272,4421856490
appr,84,0.1,1e-08,2.9053167272359133,16026345
aespappr,661,0.001584893192461114,1e-08,101.7056887242943,449073438
aespappr,785,0.06309573444801933,1e-08,9.465888659469783,26047973
appr,233,0.06309573444801933,1e-08,11.44753019604832,64397103
aespappr,857,0.01584893192461114,1e-08,30.729329247027636,106929350
appr,31,0.01,1e-08,118.58519827015698,599686341
aesplocgd,380,0.006309573444801936,1e-08,52.53742800466716,225105388
appr,804,0.001584893192461114,1e-08,585.6343676438555,4089938049
aespappr,0,0.006309573444801936,1e-08,70.0111089432612,200719230
aesplocgd,44,0.01584893192461114,1e-08,25.037886747159064,109982924
aesplocgd,934,0.003981071705534978,1e-08,25.221006283536553,273245640
aespappr,627,0.01,1e-08,22.01120479684323,156012478
appr,193,0.001584893192461114,1e-08,366.2930514924228,4099424493
aespappr,384,0.001584893192461114,1e-08,94.97086974885315,435159992
appr,177,0.06309573444801933,1e-08,9.97783243469894,66318344
appr,567,0.001584893192461114,1e-08,712.1817868128419,4099183333
appr,198,0.01,1e-08,92.43603726569563,613534641
aespappr,804,0.1,1e-08,1.2860913248732686,7654433
appr,785,0.01,1e-08,163.64743435475975,626103088
aespappr,380,0.06309573444801933,1e-08,6.516989844851196,37610263
aesplocgd,216,0.002511886431509582,1e-08,58.380614617839456,358869468
appr,101,0.025118864315095808,1e-08,37.367475343868136,236221604
appr,661,0.1,1e-08,8.457812630571425,39848838
aespappr,198,0.001,1e-08,175.02521005552262,564813944
locgd,541,0.01584893192461114,1e-08,65.27517825551331,251376432
aesplocgd,44,0.025118864315095808,1e-08,11.023285711184144,71994581
aespappr,725,0.003981071705534978,1e-08,64.33754499349743,256197750
appr,233,0.1,1e-08,1.3473351038992405,24215149
aespappr,800,0.06309573444801933,1e-08,6.552725611254573,34501445
appr,50,0.1,1e-08,5.706276849843562,22210917
appr,661,0.001584893192461114,1e-08,844.5079692946747,4105716604
aespappr,198,0.025118864315095808,1e-08,13.069669298827648,65156550
aesplocgd,193,0.01,1e-08,34.883723246864974,161583762
aesplocgd,797,0.1,1e-08,2.668584463186562,14707762
aespappr,532,0.002511886431509582,1e-08,39.01433181669563,341306600
aespappr,216,0.1,1e-08,2.438381852582097,8474141
locgd,101,0.039810717055349734,1e-08,15.382494109682739,88548164
locgd,193,0.025118864315095808,1e-08,23.819502230733633,153681902
aesplocgd,44,0.1,1e-08,1.4250909686088562,9830258
locgd,362,0.001,1e-08,297.34852682147175,4427322777
aespappr,216,0.06309573444801933,1e-08,4.18333625420928,20377480
aespappr,407,0.025118864315095808,1e-08,21.15690976101905,80026197
aesplocgd,391,0.006309573444801936,1e-08,32.9383981814608,220724662
aespappr,725,0.025118864315095808,1e-08,14.960882840678096,71980940
aesplocgd,522,0.039810717055349734,1e-08,9.292619317770004,51988268
aespappr,797,0.01584893192461114,1e-08,25.849740451201797,104553100
appr,216,0.006309573444801936,1e-08,160.61794735491276,1005276688
appr,522,0.001,1e-08,1333.5528633538634,6507518121
aesplocgd,583,0.039810717055349734,1e-08,14.477147330529988,59569811
aesplocgd,84,0.06309573444801933,1e-08,5.701114549301565,31726998
aesplocgd,661,0.06309573444801933,1e-08,8.688711132854223,41898865
aesplocgd,725,0.06309573444801933,1e-08,5.111573666334152,31648921
appr,177,0.025118864315095808,1e-08,53.12484829034656,233432053
appr,471,0.025118864315095808,1e-08,49.562377157621086,232406704
locgd,571,0.001584893192461114,1e-08,469.53269279841334,2755948626
locgd,583,0.025118864315095808,1e-08,39.25780535209924,156358975
locgd,609,0.1,1e-08,0.6657799398526549,19533015
aesplocgd,934,0.001584893192461114,1e-08,9.71906285919249,452976918
locgd,384,0.002511886431509582,1e-08,361.4122646758333,1736317685
aespappr,84,0.01,1e-08,43.168375346809626,144954652
appr,522,0.001584893192461114,1e-08,551.7502615144476,4095979185
locgd,654,0.1,1e-08,4.914660952985287,23698043
appr,0,0.002511886431509582,1e-08,458.991856505163,2584191442
appr,101,0.039810717055349734,1e-08,24.03735212609172,136055419
aesplocgd,67,0.001584893192461114,1e-08,64.46488282363862,457212262
aespappr,797,0.001,1e-08,171.2148134112358,569227836
appr,177,0.001584893192461114,1e-08,616.4186292076483,4100665613
aesplocgd,788,0.01,1e-08,27.40141666866839,162459328
aespappr,934,0.06309573444801933,1e-08,5.24637509137392,16643865
aespappr,177,0.01,1e-08,42.296089766547084,148359766
appr,28,0.002511886431509582,1e-08,481.4263416919857,2579367792
appr,609,0.002511886431509582,1e-08,353.8993589896709,2582018369
aespappr,583,0.002511886431509582,1e-08,81.72997674997896,343154060
appr,583,0.003981071705534978,1e-08,339.09746572282165,1620277901
aesplocgd,177,0.001,1e-08,119.53505690209568,585167681
appr,67,0.039810717055349734,1e-08,24.853840745985508,103158534
aespappr,800,0.01584893192461114,1e-08,28.778524701483548,111699024
locgd,193,0.001,1e-08,430.702321623452,4424174713
aesplocgd,471,0.06309573444801933,1e-08,5.455740270204842,36926139
aesplocgd,67,0.025118864315095808,1e-08,18.652427819557488,73328187
aesplocgd,421,0.01584893192461114,1e-08,15.160497945733368,109837166
appr,101,0.06309573444801933,1e-08,15.986796107143164,70200509
aesplocgd,654,0.002511886431509582,1e-08,66.35196275543422,366036873
aespappr,471,0.002511886431509582,1e-08,68.82523340731859,340768656
aesplocgd,922,0.002511886431509582,1e-08,57.20300562027842,363095837
appr,233,0.006309573444801936,1e-08,194.87563643045723,1011605668
aesplocgd,421,0.003981071705534978,1e-08,44.74069064296782,282701038
appr,785,0.001584893192461114,1e-08,866.7874555354938,4096755920
locgd,362,0.06309573444801933,1e-08,16.139414361678064,48321857
aesplocgd,50,0.1,1e-08,3.0191253051161766,18447171
aespappr,216,0.001584893192461114,1e-08,103.75145345553756,437650551
appr,800,0.001584893192461114,1e-08,282.03290583658963,4106841120
locgd,410,0.001584893192461114,1e-08,366.2875338746235,2768968248
appr,28,0.01,1e-08,99.28343886230141,631191655
appr,996,0.003981071705534978,1e-08,406.1478050444275,1610052741
aespappr,627,0.039810717055349734,1e-08,22.39518509991467,61811254
appr,489,0.025118864315095808,1e-08,31.19478469900787,193559394
aesplocgd,216,0.003981071705534978,1e-08,38.74023825675249,280577164
aespappr,922,0.002511886431509582,1e-08,78.56171215791255,342296236
aesplocgd,800,0.001584893192461114,1e-08,65.32117433194071,463955254
appr,934,0.002511886431509582,1e-08,219.90231103170663,2560735695
aesplocgd,67,0.01584893192461114,1e-08,17.65377420373261,106396441
aespappr,27,0.039810717055349734,1e-08,11.271526505239308,58144073
appr,237,0.01584893192461114,1e-08,87.56608823500574,395342177
aespappr,804,0.039810717055349734,1e-08,7.1271538427099586,36216851
aespappr,654,0.1,1e-08,3.545593279413879,19747554
appr,410,0.01,1e-08,104.3557629417628,611669400
aespappr,489,0.01,1e-08,35.063033857382834,130301274
appr,489,0.01,1e-08,146.41203415207565,609942635
locgd,384,0.006309573444801936,1e-08,143.54062725231051,674673594
aesplocgd,922,0.01,1e-08,25.809652661904693,164524118
locgd,969,0.003981071705534978,1e-08,264.8697115601972,1093265138
aesplocgd,489,0.006309573444801936,1e-08,41.56832121592015,204682010
appr,934,0.06309573444801933,1e-08,5.097468816675246,28117594
appr,410,0.001,1e-08,1756.3255796115845,6503417360
aesplocgd,31,0.025118864315095808,1e-08,12.722464192658663,62234106
appr,788,0.039810717055349734,1e-08,31.884590157307684,134314799
aesplocgd,0,0.001584893192461114,1e-08,46.144542856141925,460530122
aesplocgd,84,0.01,1e-08,28.235433627851307,157457613
locgd,661,0.039810717055349734,1e-08,20.36915177665651,94496621
appr,237,0.025118864315095808,1e-08,39.48100745026022,241941128
aesplocgd,50,0.001584893192461114,1e-08,67.81802773103118,459949619
appr,384,0.01584893192461114,1e-08,67.9167463304475,369809415
aespappr,28,0.001584893192461114,1e-08,43.832067095674574,444600178
locgd,237,0.006309573444801936,1e-08,214.44262755196542,686926703
locgd,857,0.006309573444801936,1e-08,160.24580042250454,682937540
aesplocgd,532,0.025118864315095808,1e-08,21.2351085646078,89473227
locgd,121,0.06309573444801933,1e-08,5.420059286989272,42303433
aesplocgd,943,0.025118864315095808,1e-08,17.13023277744651,79526041
aesplocgd,804,0.01,1e-08,22.492723701521754,147198718
locgd,68,0.039810717055349734,1e-08,19.194233337417245,82147306
aespappr,84,0.1,1e-08,1.6748178796842694,12320232
aesplocgd,384,0.06309573444801933,1e-08,5.15869593527168,25332531
aesplocgd,100,0.039810717055349734,1e-08,7.967064225114882,51114650
appr,68,0.002511886431509582,1e-08,487.8903629872948,2575059318
locgd,943,0.006309573444801936,1e-08,112.84866678155959,682120852
locgd,84,0.06309573444801933,1e-08,7.005391750484705,32858443
locgd,121,0.001584893192461114,1e-08,331.1080996673554,2781505769
locgd,67,0.01584893192461114,1e-08,54.479090666398406,246110989
appr,471,0.1,1e-08,4.0684503903612494,24730102
aesplocgd,962,0.039810717055349734,1e-08,12.062055493704975,62149071
appr,654,0.1,1e-08,10.5878462260589,37457007
appr,216,0.001584893192461114,1e-08,857.9472007341683,4093257978
aesplocgd,216,0.01,1e-08,21.522381062619388,155053973
appr,380,0.001,1e-08,1722.9668118888512,6517901829
aespappr,391,0.001,1e-08,225.79375994578004,571318100
locgd,67,0.003981071705534978,1e-08,172.6941493069753,1081503912
locgd,725,0.001584893192461114,1e-08,378.5691089704633,2777649492
aespappr,522,0.1,1e-08,4.124039540998638,12199162
aesplocgd,609,0.001,1e-08,64.52323839440942,584088489
appr,627,0.01584893192461114,1e-08,98.245625869371,397926121
aesplocgd,121,0.025118864315095808,1e-08,12.23346701450646,83444090
appr,522,0.006309573444801936,1e-08,187.73307019658387,1008005761
aesplocgd,384,0.002511886431509582,1e-08,61.08225270546973,352909367
appr,68,0.001584893192461114,1e-08,797.888347226195,4096377960
aesplocgd,609,0.025118864315095808,1e-08,16.454823156818748,85219383
aespappr,28,0.01584893192461114,1e-08,20.096787659451365,110079888
locgd,421,0.006309573444801936,1e-08,147.85182922054082,674791539
aesplocgd,532,0.01,1e-08,27.331450504250824,165007073
appr,532,0.06309573444801933,1e-08,18.087076439522207,73189134
locgd,804,0.01,1e-08,73.78933070786297,412510612
appr,804,0.002511886431509582,1e-08,379.9387151701376,2567024358
locgd,788,0.025118864315095808,1e-08,25.5785904340446,155666128
aespappr,609,0.002511886431509582,1e-08,26.118964375928044,340242380
aesplocgd,471,0.025118864315095808,1e-08,12.861486536450684,84379873
aespappr,407,0.01584893192461114,1e-08,30.06860444135964,111926070
locgd,541,0.006309573444801936,1e-08,138.36215535644442,676849332
aespappr,532,0.001,1e-08,104.94698338303715,567813004
locgd,489,0.001,1e-08,545.2674444904551,4413190849
locgd,101,0.003981071705534978,1e-08,217.65132956579328,1093931533
aespappr,471,0.001584893192461114,1e-08,15.509230552241206,445147501
appr,567,0.001,1e-08,1481.0445890398696,6509922727
appr,654,0.003981071705534978,1e-08,345.64099370501935,1624356657
aespappr,237,0.002511886431509582,1e-08,88.48191550932825,344531530
locgd,489,0.01584893192461114,1e-08,52.2859001532197,238725931
aespappr,50,0.01,1e-08,30.834001203998923,148762278
aespappr,28,0.039810717055349734,1e-08,9.705064117908478,55261172
aespappr,571,0.006309573444801936,1e-08,49.86798824835569,176995591
aesplocgd,28,0.025118864315095808,1e-08,12.020828419364989,84703640
locgd,969,0.002511886431509582,1e-08,394.0245155673474,1743622288
aesplocgd,661,0.003981071705534978,1e-08,37.44963673688471,301298682
aespappr,421,0.01,1e-08,35.91605315729976,142947721
appr,44,0.002511886431509582,1e-08,443.3179475814104,2567823957
aesplocgd,50,0.039810717055349734,1e-08,8.704791224561632,56437537
aesplocgd,541,0.1,1e-08,1.588846036233008,11549099
aesplocgd,380,0.002511886431509582,1e-08,53.424740803427994,369117921
aespappr,31,0.006309573444801936,1e-08,31.077968063764274,176063976
appr,654,0.001584893192461114,1e-08,426.3183204298839,4106889411
aesplocgd,934,0.025118864315095808,1e-08,12.130995723418891,66297430
locgd,216,0.06309573444801933,1e-08,6.780171693302691,27990469
appr,725,0.001,1e-08,1292.7339015593752,6509942770
locgd,785,0.002511886431509582,1e-08,349.3368970248848,1742073312
locgd,31,0.039810717055349734,1e-08,7.066982708871365,42745523
locgd,583,0.06309573444801933,1e-08,6.8314898712560534,44485665
appr,788,0.001584893192461114,1e-08,850.6975697064772,4101189863
locgd,996,0.06309573444801933,1e-08,4.900852018967271,26557126
locgd,725,0.001,1e-08,402.2235638247803,4421877059
appr,67,0.001,1e-08,1778.9409283977002,6501416629
locgd,68,0.1,1e-08,1.4917702609673142,13123871
aesplocgd,609,0.039810717055349734,1e-08,11.311895334161818,59180976
aesplocgd,627,0.06309573444801933,1e-08,10.982738103717566,48113665
aespappr,943,0.039810717055349734,1e-08,12.537275988608599,47790513
locgd,489,0.006309573444801936,1e-08,204.43070702813566,669597164
locgd,962,0.002511886431509582,1e-08,232.88934618700296,1745642789
locgd,380,0.01,1e-08,65.91649269592017,427671008
locgd,68,0.025118864315095808,1e-08,30.44747995492071,151479823
aespappr,380,0.025118864315095808,1e-08,25.62645953707397,84881791
aesplocgd,380,0.01584893192461114,1e-08,21.532208752818406,124588444
aespappr,362,0.003981071705534978,1e-08,68.09757953509688,263664374
locgd,101,0.025118864315095808,1e-08,26.560280594974756,155793712
aesplocgd,407,0.001584893192461114,1e-08,12.017408800311387,461660112
aespappr,571,0.01584893192461114,1e-08,23.782381364144385,86497384
aesplocgd,627,0.006309573444801936,1e-08,42.11548451799899,227334334
aesplocgd,177,0.025118864315095808,1e-08,22.44699656404555,87819795
aespappr,996,0.001,1e-08,213.56769679300487,565243438
appr,788,0.006309573444801936,1e-08,210.995885418728,1014569725
aesplocgd,661,0.002511886431509582,1e-08,69.25298846140504,367527914
locgd,50,0.01584893192461114,1e-08,57.283048717305064,256800460
aespappr,100,0.01584893192461114,1e-08,19.835944654420018,105740220
appr,654,0.006309573444801936,1e-08,205.50358327943832,1018624654
aespappr,237,0.003981071705534978,1e-08,48.18705155607313,264592141
aesplocgd,50,0.01584893192461114,1e-08,15.660695780999959,117051919
aesplocgd,609,0.006309573444801936,1e-08,34.684161473065615,221808318
aespappr,216,0.002511886431509582,1e-08,65.0466335779056,336539883
appr,725,0.039810717055349734,1e-08,19.660488614812493,118345537
aesplocgd,489,0.001,1e-08,133.34740122780204,574201754
appr,804,0.01,1e-08,91.51387306116521,615340413
aesplocgd,541,0.002511886431509582,1e-08,67.89482972584665,359175860
appr,797,0.001,1e-08,1267.5952601414174,6508938471
appr,969,0.001,1e-08,1609.7209694599733,6510819883
aespappr,571,0.002511886431509582,1e-08,65.27106863074005,324718261
appr,804,0.039810717055349734,1e-08,21.21198306698352,95850333
appr,384,0.001584893192461114,1e-08,842.1790863610804,4092805568
aesplocgd,0,0.003981071705534978,1e-08,68.31293699797243,292143667
appr,962,0.001584893192461114,1e-08,739.1219255141914,4102930969
appr,522,0.1,1e-08,3.1173831038177013,19220693
locgd,410,0.06309573444801933,1e-08,3.2115101888775826,17390489
appr,609,0.001,1e-08,948.4306230749935,6514413504
aesplocgd,969,0.1,1e-08,2.822894509881735,21867650
locgd,567,0.01,1e-08,75.82472053170204,423602121
aespappr,101,0.025118864315095808,1e-08,21.90678494144231,78065652
aespappr,654,0.006309573444801936,1e-08,42.920152021571994,203116677
aespappr,583,0.06309573444801933,1e-08,7.61491387616843,30374054
locgd,198,0.001,1e-08,448.66385743021965,4413643902
aesplocgd,800,0.06309573444801933,1e-08,8.051751001738012,42901403
aesplocgd,177,0.01,1e-08,33.47878099884838,162310849
locgd,84,0.001,1e-08,598.0163258090615,4420954005
locgd,410,0.1,1e-08,1.2752648936584592,4579564
appr,962,0.039810717055349734,1e-08,33.91140835825354,138274065
appr,609,0.001584893192461114,1e-08,142.84809247869998,4103285567
appr,237,0.01,1e-08,136.9282415388152,636846801
aespappr,788,0.039810717055349734,1e-08,13.095414171926677,52298297
aespappr,943,0.06309573444801933,1e-08,8.820320676080883,27462483
appr,100,0.002511886431509582,1e-08,432.5389319062233,2569255167
aesplocgd,857,0.01,1e-08,35.921930849552155,160087223
locgd,407,0.025118864315095808,1e-08,29.92266185954213,154702908
aespappr,725,0.001,1e-08,150.12424591276795,570099381
aesplocgd,571,0.003981071705534978,1e-08,41.8866219855845,266868888
aespappr,44,0.003981071705534978,1e-08,52.72043460980058,255963170
appr,121,0.1,1e-08,5.028638173826039,26887348
locgd,627,0.025118864315095808,1e-08,38.15135099645704,162390343
aespappr,27,0.001584893192461114,1e-08,29.460755079053342,446070882
aesplocgd,571,0.06309573444801933,1e-08,2.322712385095656,9563662
aespappr,934,0.039810717055349734,1e-08,8.549301085993648,34248411
aesplocgd,407,0.006309573444801936,1e-08,35.80607286840677,222896338
appr,44,0.06309573444801933,1e-08,6.9075700882822275,41278195
aesplocgd,31,0.1,1e-08,1.0673728045076132,5133671
appr,198,0.006309573444801936,1e-08,192.10134211275727,997461776
aespappr,101,0.1,1e-08,4.460027642548084,15330556
appr,857,0.01,1e-08,146.09398624766618,630829121
aesplocgd,654,0.025118864315095808,1e-08,14.653044803068042,92059354
locgd,571,0.01,1e-08,106.61915578320622,394396338
appr,121,0.001,1e-08,1539.289529049769,6509333397
appr,996,0.039810717055349734,1e-08,17.02262131869793,107650116
appr,583,0.006309573444801936,1e-08,259.93765818793327,1014504420
locgd,797,0.01,1e-08,85.5381767116487,418436179
aespappr,583,0.003981071705534978,1e-08,72.70153288077563,263889672
appr,31,0.1,1e-08,1.1340118097141385,4867870
aesplocgd,541,0.01584893192461114,1e-08,22.28306865040213,109400471
locgd,237,0.1,1e-08,4.2241250313818455,24523339
aesplocgd,785,0.01,1e-08,30.046520864591002,158524440
locgd,489,0.06309573444801933,1e-08,4.920692170970142,16091580
aespappr,532,0.1,1e-08,4.065621407702565,18344965
aespappr,969,0.001584893192461114,1e-08,93.96807660814375,445115555
locgd,996,0.006309573444801936,1e-08,186.76650727260858,676002087
aesplocgd,541,0.001,1e-08,125.90944756381214,582460531
locgd,233,0.1,1e-08,1.0998027082532644,15411536
locgd,233,0.001584893192461114,1e-08,130.99644514825195,2779971504
appr,471,0.039810717055349734,1e-08,23.38220777641982,130473300
appr,391,0.003981071705534978,1e-08,237.9745984794572,1617394715
aesplocgd,800,0.039810717055349734,1e-08,15.475152018480003,61491074
aespappr,237,0.025118864315095808,1e-08,17.25209228042513,82659473
locgd,627,0.01584893192461114,1e-08,65.83162229694426,266519876
aesplocgd,489,0.002511886431509582,1e-08,49.556267101317644,351101387
appr,571,0.039810717055349734,1e-08,11.526160000823438,52641206
aesplocgd,785,0.006309573444801936,1e-08,31.88507610373199,217509883
aespappr,797,0.025118864315095808,1e-08,14.204358926974237,72187204
appr,384,0.039810717055349734,1e-08,23.726476206444204,95770330
aespappr,725,0.001584893192461114,1e-08,40.609369459562004,439469992
appr,27,0.039810717055349734,1e-08,21.454574747011065,141260285
locgd,522,0.1,1e-08,2.089724790304899,12266807
aesplocgd,68,0.06309573444801933,1e-08,6.662126122042537,32350381
aesplocgd,571,0.001,1e-08,107.77305363677442,570278895
aespappr,532,0.006309573444801936,1e-08,50.236245449632406,200095413
appr,996,0.1,1e-08,2.6937449611723423,12280285
aesplocgd,177,0.01584893192461114,1e-08,23.65000576712191,117041543
aesplocgd,31,0.006309573444801936,1e-08,22.052444744855165,195161319
locgd,233,0.01584893192461114,1e-08,42.38470082078129,258670127
appr,962,0.1,1e-08,4.618263547308743,32882733
aespappr,28,0.002511886431509582,1e-08,90.04154783114791,344793398
aespappr,922,0.025118864315095808,1e-08,22.722744412720203,76240663
aespappr,407,0.001584893192461114,1e-08,20.253837395459414,447249336
locgd,28,0.01,1e-08,65.86878958996385,424009427
aesplocgd,567,0.01584893192461114,1e-08,15.381052711978555,115730774
aesplocgd,996,0.003981071705534978,1e-08,46.21020916104317,285909096
aespappr,380,0.006309573444801936,1e-08,62.74985086359084,204906589
aesplocgd,193,0.01584893192461114,1e-08,19.162435345351696,115892385
locgd,391,0.01584893192461114,1e-08,55.27753724716604,258463177
aespappr,609,0.1,1e-08,3.284782557748258,15531261
aesplocgd,27,0.01,1e-08,42.116800755262375,169591782
appr,44,0.003981071705534978,1e-08,292.28572913631797,1607231490
aesplocgd,934,0.002511886431509582,1e-08,42.15170028246939,354198304
aespappr,31,0.06309573444801933,1e-08,2.422532760538161,14089266
locgd,922,0.01584893192461114,1e-08,36.90041437745094,260091305
aesplocgd,532,0.001,1e-08,69.1657169368118,584741147
aespappr,800,0.002511886431509582,1e-08,52.94645227305591,343371278
aesplocgd,571,0.025118864315095808,1e-08,12.445330958813429,55842921
locgd,522,0.001,1e-08,520.4696871321648,4420898952
locgd,567,0.006309573444801936,1e-08,117.62897937558591,682356509
aesplocgd,857,0.025118864315095808,1e-08,16.35263284947723,88979617
aesplocgd,84,0.025118864315095808,1e-08,18.251830921508372,79427061
locgd,121,0.01584893192461114,1e-08,41.852451737970114,259899083
aesplocgd,198,0.006309573444801936,1e-08,38.85634124837816,215418558
locgd,857,0.001584893192461114,1e-08,478.6355681028217,2781922363
aespappr,67,0.003981071705534978,1e-08,50.57537541817874,254935535
aesplocgd,84,0.002511886431509582,1e-08,57.921396750956774,362871971
aesplocgd,407,0.025118864315095808,1e-08,13.214153594337404,84968083
appr,0,0.01584893192461114,1e-08,66.08226665575057,393724858
aesplocgd,661,0.01584893192461114,1e-08,17.16919483896345,124942845
aespappr,84,0.039810717055349734,1e-08,12.51033741235733,45190695
aespappr,996,0.039810717055349734,1e-08,8.355334968306124,39788487
locgd,407,0.001,1e-08,389.29553390853107,4424375801
appr,121,0.025118864315095808,1e-08,60.22203845344484,233543565
aesplocgd,725,0.001584893192461114,1e-08,29.407351481728256,458439724
locgd,407,0.1,1e-08,2.982197822071612,17911070
aesplocgd,100,0.003981071705534978,1e-08,54.42718659248203,285796536
aesplocgd,233,0.025118864315095808,1e-08,18.717120269313455,81944476
aesplocgd,609,0.01,1e-08,25.799795602448285,165206209
appr,28,0.006309573444801936,1e-08,181.28870012890548,1013809244
locgd,567,0.025118864315095808,1e-08,37.38206812553108,153757921
appr,384,0.06309573444801933,1e-08,7.757220586761832,33690246
aesplocgd,725,0.003981071705534978,1e-08,52.47671906836331,279982507
appr,84,0.006309573444801936,1e-08,232.27427959721535,1007894914
aespappr,233,0.1,1e-08,3.2995062470436096,13576687
aespappr,50,0.001,1e-08,189.0492595396936,568471156
aesplocgd,962,0.025118864315095808,1e-08,19.475119637325406,86549560
appr,969,0.006309573444801936,1e-08,213.15189456287771,1013470658
aespappr,101,0.003981071705534978,1e-08,68.5722182681784,262057522
aesplocgd,627,0.002511886431509582,1e-08,64.4708698708564,368222656
aesplocgd,567,0.002511886431509582,1e-08,56.800756636075675,362531279
locgd,100,0.06309573444801933,1e-08,5.175352361053228,31803703
appr,0,0.01,1e-08,104.80195933021605,635270789
aespappr,362,0.025118864315095808,1e-08,20.16625143866986,81150128
locgd,725,0.01,1e-08,81.37398297339678,419800894
aespappr,28,0.1,1e-08,3.6870888164266944,14397842
locgd,84,0.002511886431509582,1e-08,295.0249204225838,1740041332
aespappr,943,0.001,1e-08,149.65569369774312,569516913
aespappr,237,0.01,1e-08,45.439714268781245,153840547
aesplocgd,471,0.003981071705534978,1e-08,33.232786734588444,291215726
aesplocgd,68,0.039810717055349734,1e-08,8.78483759611845,55481805
locgd,471,0.025118864315095808,1e-08,29.78805582690984,153660814
locgd,654,0.001584893192461114,1e-08,146.0852377563715,2783740299
aesplocgd,177,0.002511886431509582,1e-08,62.59047469496727,362807653
appr,541,0.003981071705534978,1e-08,274.0095633296296,1609952746
appr,28,0.003981071705534978,1e-08,257.1709354929626,1619433363
locgd,100,0.025118864315095808,1e-08,20.96239196881652,146477586
appr,609,0.025118864315095808,1e-08,38.17452668957412,237790291
aespappr,67,0.001584893192461114,1e-08,110.25363133568317,439854450
locgd,67,0.1,1e-08,0.7912172805517912,5243068
aesplocgd,996,0.039810717055349734,1e-08,9.44439969677478,44812298
appr,541,0.025118864315095808,1e-08,42.10439338814467,218651636
aesplocgd,100,0.002511886431509582,1e-08,48.07056739088148,363073468
appr,661,0.01584893192461114,1e-08,60.61565920710564,395691947
locgd,50,0.039810717055349734,1e-08,11.079772803001106,83837715
aespappr,380,0.003981071705534978,1e-08,60.78543231077492,265320858
appr,177,0.01,1e-08,164.61687095835805,630450845
appr,216,0.039810717055349734,1e-08,15.657600900158286,112130974
appr,380,0.1,1e-08,4.031232323497534,38135597
aesplocgd,532,0.006309573444801936,1e-08,37.740785664878786,222768955
appr,101,0.01584893192461114,1e-08,105.30094780772924,390423895
aespappr,0,0.06309573444801933,1e-08,6.973354732617736,33058781
locgd,785,0.01584893192461114,1e-08,60.33026179391891,255369290
aesplocgd,654,0.001584893192461114,1e-08,9.178579222410917,462225969
aesplocgd,193,0.001,1e-08,108.76909535378218,583834998
locgd,800,0.06309573444801933,1e-08,7.852005744352937,49895997
locgd,922,0.1,1e-08,1.898822007700801,16874587
locgd,522,0.01584893192461114,1e-08,42.11561975069344,255725226
appr,421,0.01,1e-08,178.24939327780157,619227112
aespappr,797,0.06309573444801933,1e-08,3.800331961363554,24513726
aesplocgd,237,0.006309573444801936,1e-08,32.58190414030105,225394280
aesplocgd,391,0.01,1e-08,30.705297658219934,160580249
aespappr,471,0.025118864315095808,1e-08,17.443923409096897,76143082
locgd,407,0.001584893192461114,1e-08,285.1098242532462,2780210204
aespappr,583,0.001584893192461114,1e-08,101.83478477597237,444982164
locgd,27,0.039810717055349734,1e-08,14.600304383784533,92019896
