method,node,alpha,eps,runtime,Opertion
aespappr,380,0.01584893192461114,1e-08,24.697199957445264,114537158
aesplocgd,177,0.003981071705534978,1e-08,65.26763758994639,294226904
appr,725,0.01584893192461114,1e-08,80.55286138411611,379851219
locgd,609,0.01,1e-08,64.89480155613273,427133572
aespappr,362,0.006309573444801936,1e-08,41.06768072862178,203319420
appr,50,0.039810717055349734,1e-08,16.494117555208504,129425282
aespappr,969,0.01584893192461114,1e-08,34.43993142154068,113028248
locgd,934,0.01,1e-08,54.70366308744997,407720680
aespappr,31,0.039810717055349734,1e-08,5.654407483525574,29078808
locgd,571,0.001,1e-08,492.5235839448869,4401648563
aespappr,0,0.002511886431509582,1e-08,98.1984824296087,345257388
aespappr,28,0.06309573444801933,1e-08,5.915784787386656,32113927
aesplocgd,362,0.025118864315095808,1e-08,18.219770684838295,87846837
appr,27,0.01,1e-08,115.64748051948845,635133474
locgd,380,0.003981071705534978,1e-08,244.68889675289392,1096513567
aespappr,725,0.002511886431509582,1e-08,42.01167321484536,336342390
appr,0,0.1,1e-08,6.1026701629161835,33477445
appr,797,0.003981071705534978,1e-08,363.1243998641148,1612410622
aesplocgd,943,0.003981071705534978,1e-08,21.40797817427665,293022043
locgd,100,0.001,1e-08,570.1465946678072,4418010501
aespappr,233,0.06309573444801933,1e-08,9.393184670247138,29383320
locgd,384,0.003981071705534978,1e-08,265.9496300499886,1085629601
locgd,391,0.01,1e-08,79.47348123416305,423098453
locgd,50,0.025118864315095808,1e-08,45.60765108279884,151892794
locgd,0,0.039810717055349734,1e-08,21.19821290485561,91765942
aesplocgd,391,0.001,1e-08,116.33801088109612,584112400
appr,800,0.01584893192461114,1e-08,74.83547052834183,395180227
aesplocgd,0,0.002511886431509582,1e-08,82.81229395978153,363931209
appr,541,0.006309573444801936,1e-08,156.72228455729783,1004132197
locgd,31,0.01,1e-08,65.39164333511144,401006144
aesplocgd,571,0.006309573444801936,1e-08,46.697668488137424,197255509
appr,362,0.039810717055349734,1e-08,27.043124564923346,140573574
locgd,522,0.001584893192461114,1e-08,180.49090205319226,2777644995
aespappr,532,0.025118864315095808,1e-08,23.655136663466692,80941876
aesplocgd,522,0.002511886431509582,1e-08,68.94577967654914,363335128
appr,654,0.025118864315095808,1e-08,46.30264636781067,240525493
locgd,0,0.01584893192461114,1e-08,48.773786528036,263276181
appr,198,0.01584893192461114,1e-08,58.6401194492355,369947261
appr,380,0.001584893192461114,1e-08,629.1495110495016,4105888329
appr,583,0.01584893192461114,1e-08,95.72432810347527,390287976
appr,407,0.1,1e-08,4.154538059607148,28323718
locgd,384,0.06309573444801933,1e-08,5.577116600237787,21367698
locgd,421,0.01584893192461114,1e-08,42.2110104393214,250624653
aesplocgd,996,0.025118864315095808,1e-08,10.545732775703073,71469228
aesplocgd,0,0.06309573444801933,1e-08,10.682129533030093,41254390
locgd,410,0.01584893192461114,1e-08,55.882942906580865,239596064
aesplocgd,583,0.01584893192461114,1e-08,19.101276938803494,119034336
aespappr,654,0.001584893192461114,1e-08,16.22375620994717,447406549
aespappr,804,0.01,1e-08,24.90069449879229,132581974
aespappr,67,0.039810717055349734,1e-08,12.22442434169352,38600602
aespappr,67,0.1,1e-08,1.8095646128058434,7012060
aespappr,27,0.01584893192461114,1e-08,23.030991866253316,113549907
aespappr,362,0.06309573444801933,1e-08,9.148271765559912,34173700
locgd,0,0.006309573444801936,1e-08,170.69014731422067,686050541
aesplocgd,788,0.025118864315095808,1e-08,12.613499857485294,82832322
locgd,84,0.001584893192461114,1e-08,534.1049549486488,2776994670
aespappr,410,0.006309573444801936,1e-08,53.778037960641086,184317416
appr,567,0.025118864315095808,1e-08,62.521905151195824,232910063
aespappr,969,0.002511886431509582,1e-08,99.54586063418537,342115514
aesplocgd,31,0.039810717055349734,1e-08,7.915199846029282,36879928
aespappr,804,0.01584893192461114,1e-08,18.270556030794978,94343594
aespappr,407,0.039810717055349734,1e-08,12.436181353405118,53614842
aespappr,996,0.01,1e-08,39.005186260677874,136766212
aesplocgd,233,0.06309573444801933,1e-08,8.875066509470344,35435730
aesplocgd,101,0.025118864315095808,1e-08,18.449795274995267,82659586
aesplocgd,67,0.001,1e-08,124.71924227103591,581647470
locgd,101,0.006309573444801936,1e-08,156.29364412277937,683769013
appr,541,0.06309573444801933,1e-08,6.553877645172179,44024544
aespappr,797,0.039810717055349734,1e-08,8.3212859807536,45715634
aesplocgd,943,0.1,1e-08,3.411346286535263,17279851
aesplocgd,571,0.001584893192461114,1e-08,69.70274712052196,445962853
locgd,489,0.01,1e-08,79.7251668293029,408347211
locgd,996,0.01,1e-08,92.43803800828755,416046184
appr,567,0.01,1e-08,105.38866119273007,629716547
appr,68,0.001,1e-08,1372.3559255534783,6508544295
aesplocgd,84,0.003981071705534978,1e-08,38.75226734299213,282850107
aespappr,50,0.01584893192461114,1e-08,21.369041160680354,109443882
aesplocgd,362,0.1,1e-08,5.109850861132145,24998998
locgd,522,0.025118864315095808,1e-08,29.499835670925677,150052420
appr,609,0.1,1e-08,1.0120610613375902,30494539
appr,384,0.001,1e-08,1812.4292047927156,6505433618
appr,969,0.025118864315095808,1e-08,54.68142579682171,235420880
appr,101,0.003981071705534978,1e-08,351.77165448106825,1621206864
appr,31,0.001584893192461114,1e-08,527.9503971617669,4080941326
locgd,567,0.1,1e-08,2.3817952880635858,15412739
locgd,541,0.06309573444801933,1e-08,4.592837882228196,27775906
aespappr,969,0.001,1e-08,227.3385476861149,573640547
aespappr,489,0.025118864315095808,1e-08,18.088756734505296,59205235
aespappr,421,0.1,1e-08,2.0444631846621633,8895704
locgd,391,0.025118864315095808,1e-08,29.2255004523322,153561940
locgd,609,0.006309573444801936,1e-08,80.37456125579774,685851158
aespappr,84,0.025118864315095808,1e-08,18.737320098094642,71429854
locgd,50,0.01,1e-08,87.46126858517528,421236760
aesplocgd,943,0.002511886431509582,1e-08,23.897616944275796,359726644
locgd,627,0.002511886431509582,1e-08,360.00177671574056,1749377374
locgd,380,0.001,1e-08,514.5495522478595,4427188926
appr,532,0.006309573444801936,1e-08,166.14893657620996,1016370321
aespappr,0,0.025118864315095808,1e-08,16.691085966303945,79890438
aespappr,934,0.01584893192461114,1e-08,22.581459459848702,93987152
aesplocgd,800,0.01,1e-08,30.838328078389168,165910281
aesplocgd,471,0.006309573444801936,1e-08,27.81834010221064,217253569
aesplocgd,571,0.002511886431509582,1e-08,50.749299842864275,345478293
appr,661,0.002511886431509582,1e-08,495.47427940089256,2584605878
aespappr,193,0.01584893192461114,1e-08,21.643919543363154,106799023
aespappr,67,0.01584893192461114,1e-08,22.082429892383516,97726946
locgd,934,0.001584893192461114,1e-08,99.57867998350412,2767295597
aesplocgd,84,0.001,1e-08,134.854164339602,585503860
aespappr,522,0.025118864315095808,1e-08,18.85633834451437,74748323
aespappr,571,0.1,1e-08,0.3492938494309783,2417022
appr,121,0.001584893192461114,1e-08,770.0866641560569,4099316383
aespappr,237,0.001,1e-08,230.0368108972907,569698672
aesplocgd,237,0.003981071705534978,1e-08,44.32516152411699,300237163
aespappr,410,0.06309573444801933,1e-08,2.2118042446672916,14827205
appr,407,0.002511886431509582,1e-08,366.221260397695,2578204711
appr,50,0.003981071705534978,1e-08,320.1518948720768,1615021003
appr,922,0.039810717055349734,1e-08,27.33128766808659,132021128
locgd,609,0.06309573444801933,1e-08,8.54180499818176,45717632
aesplocgd,785,0.002511886431509582,1e-08,66.87170043960214,361523174
appr,50,0.001,1e-08,1513.194932336919,6509649886
appr,233,0.025118864315095808,1e-08,40.3441308690235,232634413
aesplocgd,571,0.01,1e-08,33.13957111071795,135072823
aespappr,583,0.025118864315095808,1e-08,20.05176131799817,79372235
appr,193,0.06309573444801933,1e-08,12.949014789424837,64000860
aespappr,193,0.006309573444801936,1e-08,49.06834169384092,200855889
aespappr,627,0.025118864315095808,1e-08,33.79681421071291,85542450
appr,532,0.001,1e-08,910.9364259913564,6515230882
aesplocgd,725,0.01584893192461114,1e-08,19.011150752194226,112980895
locgd,216,0.01584893192461114,1e-08,44.49551020655781,252325180
aespappr,934,0.001,1e-08,115.66389967314899,566825454
locgd,922,0.002511886431509582,1e-08,295.84509114176035,1744775357
appr,567,0.039810717055349734,1e-08,22.798242492601275,131171854
aesplocgd,68,0.025118864315095808,1e-08,15.725421766750515,84336330
locgd,996,0.001584893192461114,1e-08,507.24231155589223,2773872096
aesplocgd,654,0.01584893192461114,1e-08,19.833352902904153,122443302
locgd,857,0.06309573444801933,1e-08,6.856425611302257,39886547
aespappr,583,0.006309573444801936,1e-08,57.066836562007666,199330573
aesplocgd,541,0.039810717055349734,1e-08,7.637157727964222,48572936
locgd,237,0.002511886431509582,1e-08,425.25807346217334,1747428554
locgd,0,0.001,1e-08,538.667787800543,4427621919
aesplocgd,969,0.039810717055349734,1e-08,13.554824223741889,57685306
aesplocgd,380,0.06309573444801933,1e-08,6.26180415879935,42595801
appr,27,0.06309573444801933,1e-08,12.594109400175512,76929405
locgd,532,0.006309573444801936,1e-08,105.42027630656958,685090012
locgd,101,0.001,1e-08,497.75929874088615,4425271124
locgd,198,0.025118864315095808,1e-08,26.110958829522133,137958385
locgd,654,0.001,1e-08,333.9827916584909,4427823742
aesplocgd,237,0.025118864315095808,1e-08,16.714466490782797,89421813
aespappr,50,0.039810717055349734,1e-08,6.76362323295325,50380823
aesplocgd,725,0.002511886431509582,1e-08,29.748061095364392,360095333
aespappr,100,0.039810717055349734,1e-08,10.795701280236244,45486538
aespappr,177,0.039810717055349734,1e-08,10.60216265823692,49863161
locgd,100,0.006309573444801936,1e-08,115.6126329023391,675666923
aesplocgd,67,0.01,1e-08,23.512494318187237,153439122
aespappr,962,0.001,1e-08,176.24840238597244,569964946
aespappr,44,0.001,1e-08,210.42030246928334,569848552
aesplocgd,31,0.01584893192461114,1e-08,18.69589552283287,94830250
aespappr,996,0.002511886431509582,1e-08,64.51774914190173,334852035
aesplocgd,198,0.039810717055349734,1e-08,7.090142663568258,44546193
appr,797,0.01584893192461114,1e-08,71.3337982930243,380453330
aespappr,380,0.001584893192461114,1e-08,93.59825583640486,448989885
locgd,84,0.01584893192461114,1e-08,67.01018364168704,254933544
aesplocgd,654,0.039810717055349734,1e-08,12.690092437900603,62745021
aesplocgd,380,0.01,1e-08,25.26713540032506,169130678
aespappr,198,0.039810717055349734,1e-08,6.815472113899887,37826560
locgd,31,0.002511886431509582,1e-08,140.38134470488876,1729846317
aesplocgd,627,0.001,1e-08,99.5970915472135,586619197
aesplocgd,67,0.003981071705534978,1e-08,60.60657671652734,278582646
appr,0,0.003981071705534978,1e-08,288.3113353922963,1623808900
aesplocgd,797,0.01584893192461114,1e-08,22.497722938656807,115395770
appr,237,0.001,1e-08,1733.6661581685767,6515551869
aespappr,661,0.06309573444801933,1e-08,9.002604431472719,38610228
aesplocgd,489,0.001584893192461114,1e-08,59.74605719745159,452839739
locgd,934,0.006309573444801936,1e-08,108.29244111664593,668392865
locgd,216,0.01,1e-08,55.80455467198044,418227708
aesplocgd,50,0.025118864315095808,1e-08,17.78162786643952,83638029
locgd,785,0.1,1e-08,1.9810576504096389,12427540
aesplocgd,28,0.001,1e-08,84.23086380027235,585841787
appr,177,0.006309573444801936,1e-08,167.35676149372011,1013208424
appr,489,0.1,1e-08,1.5773060312494636,7003591
aesplocgd,84,0.01584893192461114,1e-08,27.080645440146327,114781777
aesplocgd,797,0.003981071705534978,1e-08,50.80043329484761,285820975
locgd,567,0.003981071705534978,1e-08,203.2065160954371,1092644875
aesplocgd,943,0.01,1e-08,30.41248153243214,157534599
aesplocgd,44,0.001,1e-08,106.34269458334893,580794133
aesplocgd,922,0.06309573444801933,1e-08,7.834889859892428,38446133
aesplocgd,216,0.1,1e-08,2.7411954971030354,11832093
aespappr,407,0.006309573444801936,1e-08,52.54884747322649,201819811
appr,532,0.001584893192461114,1e-08,189.92153347562999,4103487329
locgd,943,0.025118864315095808,1e-08,31.898620911873877,150970918
aesplocgd,567,0.039810717055349734,1e-08,12.146833300590515,53998578
appr,627,0.001,1e-08,1367.6203268775716,6518688609
aespappr,571,0.01,1e-08,31.342166248708963,121117603
aesplocgd,567,0.01,1e-08,27.198536325246096,161492484
locgd,627,0.001584893192461114,1e-08,238.69284110609442,2786355920
locgd,804,0.006309573444801936,1e-08,147.94350994750857,672997420
aesplocgd,101,0.006309573444801936,1e-08,46.347240407019854,221855367
aespappr,237,0.006309573444801936,1e-08,45.76049223728478,204245340
locgd,654,0.01584893192461114,1e-08,48.32289128936827,263645735
aespappr,522,0.001,1e-08,168.37156173214316,570854003
aespappr,193,0.039810717055349734,1e-08,11.85932528693229,50175571
appr,421,0.039810717055349734,1e-08,22.984024264849722,113369077
aespappr,233,0.002511886431509582,1e-08,72.37129070051014,344155842
appr,969,0.002511886431509582,1e-08,481.1926044141874,2578802873
appr,661,0.06309573444801933,1e-08,16.777348407544196,80784416
locgd,532,0.003981071705534978,1e-08,99.74851038400084,1095420897
aespappr,943,0.001584893192461114,1e-08,101.99691718816757,444591165
aesplocgd,962,0.001,1e-08,81.21649433020502,584826014
aesplocgd,962,0.002511886431509582,1e-08,27.885776822455227,365461371
locgd,532,0.01584893192461114,1e-08,41.196997880004346,262119259
aesplocgd,31,0.001584893192461114,1e-08,9.935424375347793,443102462
locgd,661,0.003981071705534978,1e-08,256.6025032494217,1097119676
aesplocgd,969,0.01,1e-08,37.431352843530476,167599158
aespappr,50,0.025118864315095808,1e-08,31.075677408836782,77114543
aesplocgd,661,0.039810717055349734,1e-08,12.402044685557485,62775555
locgd,654,0.003981071705534978,1e-08,208.20498912595212,1096838081
locgd,996,0.002511886431509582,1e-08,348.1032422874123,1737338880
appr,67,0.006309573444801936,1e-08,169.39731204882264,997141016
aespappr,857,0.006309573444801936,1e-08,49.917189694941044,195544502
aesplocgd,121,0.01,1e-08,47.23374726250768,161442824
locgd,962,0.001584893192461114,1e-08,370.1935278046876,2782884657
aesplocgd,121,0.01584893192461114,1e-08,18.412012223154306,116146669
appr,67,0.025118864315095808,1e-08,48.156164976768196,211653053
aesplocgd,0,0.1,1e-08,3.5091793974861503,24041696
aespappr,943,0.002511886431509582,1e-08,38.17873733583838,338546891
locgd,800,0.1,1e-08,1.4482423467561603,23814397
appr,583,0.01,1e-08,125.68154804315418,632239702
aespappr,934,0.001584893192461114,1e-08,15.08644119091332,437885726
locgd,627,0.01,1e-08,65.92877093609422,430388217
aespappr,216,0.003981071705534978,1e-08,46.337805268354714,256341419
appr,962,0.025118864315095808,1e-08,49.379915739409626,237744694
aespappr,471,0.1,1e-08,1.9644030379131436,13850422
locgd,943,0.001584893192461114,1e-08,94.62396343238652,2779812706
locgd,922,0.025118864315095808,1e-08,28.722923604771495,154357685
appr,84,0.01,1e-08,138.80904770456254,625189814
appr,84,0.025118864315095808,1e-08,57.16477464046329,225276597
aesplocgd,100,0.006309573444801936,1e-08,29.648974566720426,220650889
aesplocgd,198,0.003981071705534978,1e-08,47.14573585707694,282489006
aespappr,391,0.025118864315095808,1e-08,17.54615446832031,77538729
aespappr,198,0.1,1e-08,1.6366743128746748,6753792
aesplocgd,541,0.006309573444801936,1e-08,30.713165388442576,214004925
aespappr,654,0.01,1e-08,33.569334858097136,156053195
aesplocgd,471,0.001,1e-08,69.71476468071342,584290134
locgd,121,0.039810717055349734,1e-08,18.772453777492046,86248196
aesplocgd,68,0.01584893192461114,1e-08,21.66981990914792,114078741
appr,661,0.006309573444801936,1e-08,148.52619693800807,1019511903
aesplocgd,996,0.1,1e-08,2.8707936136052012,10814195
locgd,654,0.006309573444801936,1e-08,139.56510943733156,686757940
aesplocgd,67,0.006309573444801936,1e-08,37.26632716599852,214522188
aesplocgd,943,0.006309573444801936,1e-08,33.08541428949684,215777802
aespappr,661,0.025118864315095808,1e-08,23.525181654840708,85380630
appr,785,0.002511886431509582,1e-08,561.2932648546994,2575482283
aespappr,857,0.01,1e-08,42.81755093112588,145934014
appr,380,0.06309573444801933,1e-08,18.82270197942853,79549028
aesplocgd,380,0.003981071705534978,1e-08,44.39273102208972,301297133
locgd,969,0.039810717055349734,1e-08,22.358059062622488,88772453
locgd,609,0.025118864315095808,1e-08,24.139288474805653,157817686
aespappr,0,0.001,1e-08,217.83468498755246,572894829
locgd,785,0.003981071705534978,1e-08,222.74589126557112,1090142223
aespappr,421,0.006309573444801936,1e-08,53.22355509083718,193324364
aesplocgd,391,0.001584893192461114,1e-08,79.88570772204548,460637208
aesplocgd,522,0.01,1e-08,32.28321104031056,160808693
appr,68,0.003981071705534978,1e-08,337.0291263172403,1615598603
aespappr,609,0.025118864315095808,1e-08,16.030503393150866,78540986
locgd,121,0.025118864315095808,1e-08,39.215584916993976,154672892
aesplocgd,797,0.002511886431509582,1e-08,36.795501488260925,359024139
aespappr,27,0.002511886431509582,1e-08,61.13325128983706,340925665
appr,609,0.01584893192461114,1e-08,62.905539765022695,392294752
aesplocgd,380,0.039810717055349734,1e-08,10.631417898461223,65615306
appr,27,0.002511886431509582,1e-08,452.0938974553719,2583985889
locgd,969,0.1,1e-08,2.7683952376246452,19423060
appr,654,0.002511886431509582,1e-08,283.820136198774,2584632454
aesplocgd,68,0.002511886431509582,1e-08,64.18542282562703,361734998
appr,800,0.002511886431509582,1e-08,495.68370448891073,2585236787
appr,471,0.001,1e-08,971.1195635069162,6512591211
aespappr,661,0.002511886431509582,1e-08,76.86558798700571,343668472
locgd,0,0.01,1e-08,67.59533882327378,427264283
aespappr,800,0.001,1e-08,180.92634635139257,574101677
aespappr,177,0.006309573444801936,1e-08,41.94609551411122,197751535
locgd,785,0.06309573444801933,1e-08,9.763398200273514,35465745
aesplocgd,996,0.001584893192461114,1e-08,101.70172626618296,453414669
appr,571,0.003981071705534978,1e-08,385.0711015602574,1586924387
aesplocgd,421,0.006309573444801936,1e-08,41.06215275730938,216540716
appr,627,0.06309573444801933,1e-08,16.869876141659915,83999567
locgd,804,0.003981071705534978,1e-08,202.2944128913805,1083648149
locgd,583,0.1,1e-08,2.328796968795359,18499331
aesplocgd,407,0.01584893192461114,1e-08,24.959715905599296,119723799
appr,101,0.006309573444801936,1e-08,209.4328158320859,1015109523
appr,44,0.01584893192461114,1e-08,72.50967618077993,374761669
aespappr,121,0.001584893192461114,1e-08,128.314513518475,442902251
locgd,996,0.1,1e-08,2.089329617097974,7919895
locgd,962,0.01,1e-08,78.30522704403847,425923689
aespappr,84,0.01584893192461114,1e-08,24.192736233584583,101956013
aespappr,407,0.06309573444801933,1e-08,5.275229754857719,30398372
aespappr,541,0.001,1e-08,207.58142995182425,569379821
aespappr,193,0.002511886431509582,1e-08,75.64540859032422,340901945
locgd,654,0.06309573444801933,1e-08,10.681853597052395,49494874
appr,121,0.002511886431509582,1e-08,605.3027119431645,2578142131
appr,362,0.1,1e-08,7.243145389482379,34630983
locgd,996,0.003981071705534978,1e-08,258.5492679104209,1086456416
aesplocgd,233,0.003981071705534978,1e-08,28.176103975623846,297013910
aespappr,216,0.01584893192461114,1e-08,21.86271433532238,99761626
appr,233,0.003981071705534978,1e-08,383.5174539992586,1617136159
aesplocgd,797,0.001584893192461114,1e-08,38.379040892235935,458574683
aespappr,421,0.003981071705534978,1e-08,49.58836825564504,256701685
aespappr,68,0.001584893192461114,1e-08,37.46527230925858,446779120
aesplocgd,27,0.001584893192461114,1e-08,15.767360291443765,464286024
aesplocgd,421,0.001,1e-08,112.6764079304412,582553999
aesplocgd,725,0.025118864315095808,1e-08,18.001188941299915,81900204
aespappr,857,0.002511886431509582,1e-08,84.19994582422078,339919629
locgd,609,0.01584893192461114,1e-08,54.37008716817945,262629986
aesplocgd,934,0.01584893192461114,1e-08,19.61066437140107,102358074
appr,44,0.01,1e-08,156.24156597163528,617965527
aesplocgd,541,0.025118864315095808,1e-08,18.729454703629017,73550189
aesplocgd,532,0.002511886431509582,1e-08,27.503896604292095,365015583
aespappr,943,0.1,1e-08,4.48055792786181,12961608
appr,101,0.1,1e-08,4.235881477594376,30147435
aespappr,68,0.039810717055349734,1e-08,11.27668478153646,47827189
aesplocgd,27,0.003981071705534978,1e-08,52.02320318389684,298023803
appr,421,0.003981071705534978,1e-08,233.49633475765586,1609281652
locgd,237,0.039810717055349734,1e-08,20.10047215037048,94021124
aespappr,237,0.06309573444801933,1e-08,10.414374492131174,36116588
aespappr,654,0.06309573444801933,1e-08,6.183435703627765,35535512
appr,969,0.039810717055349734,1e-08,37.98184231482446,136087504
aespappr,67,0.001,1e-08,214.42666687816381,566435102
appr,421,0.002511886431509582,1e-08,452.57292681280524,2569829869
appr,380,0.01,1e-08,126.03059983346611,636416311
aespappr,661,0.1,1e-08,4.0885137701407075,20767701
appr,571,0.001584893192461114,1e-08,673.865017159842,4073479487
aesplocgd,797,0.06309573444801933,1e-08,4.464011997915804,33663375
locgd,934,0.039810717055349734,1e-08,10.769128295592964,56336159
locgd,857,0.01584893192461114,1e-08,39.099535305052996,258981163
appr,84,0.002511886431509582,1e-08,429.73860477562994,2574722243
appr,943,0.002511886431509582,1e-08,446.46849705372006,2577590256
aesplocgd,785,0.06309573444801933,1e-08,6.521250800229609,33598763
locgd,216,0.003981071705534978,1e-08,200.76564580388367,1088128912
aespappr,788,0.01,1e-08,27.853243241086602,148673071
appr,27,0.025118864315095808,1e-08,45.06825174763799,239862594
aespappr,471,0.06309573444801933,1e-08,8.202241122722626,27446849
locgd,583,0.001584893192461114,1e-08,518.1764164110646,2782377056
appr,922,0.001,1e-08,1418.7632236955687,6513811803
appr,410,0.01584893192461114,1e-08,97.22358702588826,362178167
aesplocgd,471,0.039810717055349734,1e-08,8.44513994641602,59667576
aesplocgd,216,0.039810717055349734,1e-08,9.43500747717917,53365986
aesplocgd,962,0.001584893192461114,1e-08,22.00280101131648,461845394
locgd,198,0.006309573444801936,1e-08,146.4227775549516,671192509
locgd,627,0.001,1e-08,544.5535104423761,4430003159
appr,788,0.01,1e-08,95.65126427076757,632021276
locgd,44,0.025118864315095808,1e-08,21.301224002614617,142305417
aespappr,969,0.039810717055349734,1e-08,16.90480856783688,54912280
appr,583,0.039810717055349734,1e-08,28.294832319021225,135922003
aespappr,233,0.025118864315095808,1e-08,23.63629133813083,77257416
aespappr,489,0.039810717055349734,1e-08,5.465133869089186,31861055
locgd,391,0.001,1e-08,550.2952622380108,4423926007
aespappr,567,0.06309573444801933,1e-08,6.042496031150222,28701485
aespappr,804,0.006309573444801936,1e-08,47.729444816708565,185174406
aespappr,68,0.002511886431509582,1e-08,73.37614536192268,342632063
locgd,522,0.01,1e-08,89.00600613001734,420168757
aesplocgd,785,0.1,1e-08,4.038582970388234,16582838
aespappr,541,0.01,1e-08,29.474125867709517,142025851
locgd,421,0.001584893192461114,1e-08,538.0151881920174,2775219586
locgd,177,0.01,1e-08,99.05868316162378,423893294
aesplocgd,421,0.025118864315095808,1e-08,21.027844965457916,75399421
locgd,522,0.06309573444801933,1e-08,12.095175419002771,36136994
appr,0,0.001,1e-08,1683.4958507753909,6517974892
aespappr,627,0.001,1e-08,183.19936636369675,579430586
aespappr,934,0.025118864315095808,1e-08,13.897183605469763,62717045
aespappr,609,0.003981071705534978,1e-08,21.02746626827866,261057834
appr,797,0.1,1e-08,2.428574758581817,16900974
aespappr,237,0.039810717055349734,1e-08,9.974748441949487,57008142
aespappr,384,0.002511886431509582,1e-08,101.55097216833383,333543357
locgd,362,0.006309573444801936,1e-08,136.88059667963535,685467119
locgd,962,0.06309573444801933,1e-08,10.798676803708076,46865881
locgd,216,0.006309573444801936,1e-08,93.77778798621148,677540008
locgd,233,0.06309573444801933,1e-08,10.70904565230012,40991594
locgd,237,0.025118864315095808,1e-08,25.92595995683223,160108002
aespappr,384,0.039810717055349734,1e-08,7.759715048596263,36294995
locgd,934,0.025118864315095808,1e-08,29.120288589969277,128689413
aesplocgd,421,0.06309573444801933,1e-08,4.148231750354171,27826562
locgd,410,0.001,1e-08,513.5484338253736,4414291871
appr,384,0.006309573444801936,1e-08,261.62654630932957,1002362376
aespappr,785,0.001,1e-08,212.3440523929894,567606388
aesplocgd,50,0.001,1e-08,118.26446799468249,583422086
locgd,50,0.002511886431509582,1e-08,334.1102194674313,1741095702
aespappr,725,0.1,1e-08,2.975256291218102,12666702
aesplocgd,934,0.006309573444801936,1e-08,23.895969066768885,207279723
appr,31,0.025118864315095808,1e-08,32.722824652679265,175293905
locgd,216,0.001584893192461114,1e-08,582.0825688736513,2775526714
locgd,407,0.06309573444801933,1e-08,7.173707313835621,43892044
locgd,380,0.002511886431509582,1e-08,276.15141037479043,1747140048
appr,804,0.01584893192461114,1e-08,52.759960372932255,368147189
appr,216,0.025118864315095808,1e-08,34.9052854264155,220133875
aesplocgd,121,0.006309573444801936,1e-08,39.30676380265504,217662697
aesplocgd,410,0.06309573444801933,1e-08,3.720527244731784,20817126
aespappr,996,0.003981071705534978,1e-08,69.65153912547976,254902250
appr,996,0.01,1e-08,136.71459125354886,619411900
aespappr,177,0.01584893192461114,1e-08,31.553643606603146,107736310
appr,410,0.025118864315095808,1e-08,31.69609900098294,194606059
appr,609,0.06309573444801933,1e-08,14.578426611609757,71004654
aesplocgd,0,0.01,1e-08,36.58781011402607,166086060
locgd,785,0.01,1e-08,107.29004853777587,420695253
locgd,193,0.006309573444801936,1e-08,135.49503660481423,682398547
locgd,583,0.003981071705534978,1e-08,256.9593315636739,1094529107
locgd,237,0.001,1e-08,525.1056172866374,4427635158
aespappr,583,0.01,1e-08,29.19673836696893,148292590
locgd,391,0.039810717055349734,1e-08,19.982787366956472,85416473
locgd,237,0.001584893192461114,1e-08,486.78589629381895,2785880773
appr,532,0.003981071705534978,1e-08,231.2441064659506,1622256201
aespappr,27,0.1,1e-08,3.416905074380338,19055809
aesplocgd,101,0.002511886431509582,1e-08,56.56996611319482,363793881
aespappr,541,0.039810717055349734,1e-08,9.838513129390776,41366405
aespappr,177,0.002511886431509582,1e-08,93.22081297729164,345552995
aespappr,934,0.006309573444801936,1e-08,31.732361245900393,185539292
aespappr,609,0.06309573444801933,1e-08,8.216355788521469,30680423
locgd,28,0.001,1e-08,544.8837176701054,4424324121
appr,380,0.006309573444801936,1e-08,245.56143547408283,1018805229
aespappr,177,0.003981071705534978,1e-08,74.26786586735398,260631365
aespappr,583,0.1,1e-08,3.84021701104939,14654868
locgd,627,0.06309573444801933,1e-08,7.431040060706437,54383822
appr,922,0.003981071705534978,1e-08,250.61062075849622,1620772517
appr,934,0.006309573444801936,1e-08,161.13203054852784,993423996
aespappr,661,0.01,1e-08,35.19363475590944,154693642
appr,44,0.001584893192461114,1e-08,667.5860621808097,4091208422
aespappr,67,0.01,1e-08,29.50644309911877,140043885
aesplocgd,237,0.039810717055349734,1e-08,8.690838737413287,61669976
aespappr,522,0.01,1e-08,36.135284937918186,148565615
aesplocgd,50,0.003981071705534978,1e-08,52.45396389905363,292211389
aesplocgd,28,0.003981071705534978,1e-08,46.53864756319672,295912911
aesplocgd,407,0.002511886431509582,1e-08,14.580765696242452,364810793
locgd,216,0.039810717055349734,1e-08,13.494075716473162,71411209
locgd,407,0.01584893192461114,1e-08,60.15407519694418,259562083
appr,788,0.003981071705534978,1e-08,284.6938532702625,1620004295
locgd,857,0.001,1e-08,527.1363892415538,4425187224
aespappr,391,0.06309573444801933,1e-08,6.268658027052879,28088889
appr,788,0.01584893192461114,1e-08,62.38845571875572,390135438
appr,661,0.01,1e-08,93.81361330673099,637304178
appr,391,0.002511886431509582,1e-08,524.1717762872577,2577106137
appr,785,0.1,1e-08,3.518030958250165,19530990
aespappr,800,0.025118864315095808,1e-08,19.22206205036491,83977311
appr,410,0.001584893192461114,1e-08,876.6499622501433,4088499898
aespappr,532,0.039810717055349734,1e-08,15.977855270728469,55085273
appr,522,0.01,1e-08,134.08594501949847,625147544
